PassInfo,Class,Deck,Cabin No.,Name,Evidence,Comments
1,First Class,C Deck,C-47,"Maréchal, Mr Pierre",Cave List,
1,First Class,C Deck,C-49,"Isham, Miss Ann Elizabeth",Cave List,
1,First Class,C Deck,C-50,"Potter, Mrs Thomas, Jr. (Lily Alexenia Wilson)",Cave List,
1,First Class,C Deck,C-51,"Gracie, Colonel Archibald IV",Cave List,
1,First Class,C Deck,C-52,"Woolner, Mr Hugh",Cave List,
1,First Class,C Deck,C-53,"Tucker, Mr Gilbert Milligan, Jr.",Cave List,
1,First Class,C Deck,C-54,"Earnshaw, Mrs Boulton (Olive Potter)Hays, Miss Margaret Bechstein",Cave List,"On the Cave List, Miss Earnshaw\'s cabin is given as C-53. This is probably a mistake."
1,First Class,C Deck,C-54,"Earnshaw, Mrs Boulton (Olive Potter)Hays, Miss Margaret Bechstein",Cave List,"On the Cave List, Miss Earnshaw\'s cabin is given as C-53. This is probably a mistake."
1,First Class,C Deck,C-55-57,"Straus, Mr Isidor
Straus, Mrs Isidor (Ida Blun)",Cave List,
1,First Class,C Deck,C-55-57,"Straus, Mr Isidor
Straus, Mrs Isidor (Ida Blun)",Cave List,
1,First Class,C Deck,C-55-57,"Straus, Mr Isidor
Straus, Mrs Isidor (Ida Blun)",Cave List,
1,First Class,C Deck,C-62-64 (?),"Astor, Colonel John JacobAstor, Mrs John Jacob (Madeleine Talmadge Force)",Unknown,"The Astors do not appear on the Cave List. Although they booked in time for their names to appear on the list the reason for their exclusion is not known, it is possible that they asked not to be included on the cabin lists. The documentary source for placing them in C-64-64 is not known."
1,First Class,C Deck,C-62-64 (?),"Astor, Colonel John JacobAstor, Mrs John Jacob (Madeleine Talmadge Force)",Unknown,"The Astors do not appear on the Cave List. Although they booked in time for their names to appear on the list the reason for their exclusion is not known, it is possible that they asked not to be included on the cabin lists. The documentary source for placing them in C-64-64 is not known."
1,First Class,C Deck,C-65,"Peñasco y Castellana, Mr Victor de SatodePeñasco y Castellana, Mrs Victor de Satode",Cave List,
1,First Class,C Deck,C-65,"Peñasco y Castellana, Mr Victor de SatodePeñasco y Castellana, Mrs Victor de Satode",Cave List,
1,First Class,C Deck,C-68,"Thayer, Mr John BorlandThayer, Mrs John Borland (Marian Longstreth Morris)",Mrs Thayer\'s Account (? specific source),"Although the names of the Thayers do appear on the Cave List, there is no indication about which cabins they occupied. The reason we know the Thayer cabins, is from the Thayers themselves."
1,First Class,C Deck,C-68,"Thayer, Mr John BorlandThayer, Mrs John Borland (Marian Longstreth Morris)",Mrs Thayer\'s Account (? specific source),"Although the names of the Thayers do appear on the Cave List, there is no indication about which cabins they occupied. The reason we know the Thayer cabins, is from the Thayers themselves."
1,First Class,C Deck,C-70,"Thayer, Mr John Borland, jr.",Mrs Thayer\'s Account (? specific source),"Although the names of the Thayers do appear on the Cave List, there is no indication about which cabins they occupied. The reason we know the Thayer cabins, is from the Thayers themselves."
1,First Class,C Deck,C-78,"Minahan, Dr William EdwardMinahan, Mrs William Edward (Lillian E. Thorpe)Minahan, Miss Daisy E.",Cave List,
1,First Class,C Deck,C-78,"Minahan, Dr William EdwardMinahan, Mrs William Edward (Lillian E. Thorpe)Minahan, Miss Daisy E.",Cave List,
1,First Class,C Deck,C-78,"Minahan, Dr William EdwardMinahan, Mrs William Edward (Lillian E. Thorpe)Minahan, Miss Daisy E.",Cave List,
1,First Class,C Deck,C-80,"Widener, Mr George DuntonWidener, Mrs George Dunton (Eleanor Elkins)",Cave List,
1,First Class,C Deck,C-80,"Widener, Mr George DuntonWidener, Mrs George Dunton (Eleanor Elkins)",Cave List,
1,First Class,C Deck,C-82,"Widener, Mr Harry Elkins",Cave List,
1,First Class,C Deck,C-83,"Harris, Mr Henry BirkhardtHarris, Mrs Henry Birkhardt (Irene Wallach)",Cave List,
1,First Class,C Deck,C-83,"Harris, Mr Henry BirkhardtHarris, Mrs Henry Birkhardt (Irene Wallach)",Cave List,
1,First Class,C Deck,C-85,"Cumings, Mr John BradleyCumings, Mrs John Bradley (Florence Briggs Thayer)",Cunningham\'s testimony at the Senate inquiry,"""What deck were you assigned to, if any?""
""C deck aft, on the starboard side... In number 85 were Mr. and Mrs. Bradley Cummings"""
1,First Class,C Deck,C-85,"Cumings, Mr John BradleyCumings, Mrs John Bradley (Florence Briggs Thayer)",Cunningham\'s testimony at the Senate inquiry,"""What deck were you assigned to, if any?""
""C deck aft, on the starboard side... In number 85 were Mr. and Mrs. Bradley Cummings"""
1,First Class,C Deck,C-86,"Douglas, Mr Walter DonaldDouglas, Mrs Walter Donald (Mahala Dutton)LeRoy, Miss Bertha (""Berthe _"") [maid to Mrs Douglas]",Cave List,With regard to Miss LeRoy\'s cabin see also C-138.
1,First Class,C Deck,C-86,"Douglas, Mr Walter DonaldDouglas, Mrs Walter Donald (Mahala Dutton)LeRoy, Miss Bertha (""Berthe _"") [maid to Mrs Douglas]",Cave List,With regard to Miss LeRoy\'s cabin see also C-138.
1,First Class,C Deck,C-86,"Douglas, Mr Walter DonaldDouglas, Mrs Walter Donald (Mahala Dutton)LeRoy, Miss Bertha (""Berthe _"") [maid to Mrs Douglas]",Cave List,With regard to Miss LeRoy\'s cabin see also C-138.
1,First Class,C Deck,C-87 (?),"Stead, Mr William Thomas",Cunningham\'s testimony at the Senate inquiry,"Stead\'s name does appear on the Cave List but it does not give the cabin number. Steward Cunningham testified that he was in C-89. When originally booking his passage, he paid a rather low £26 11s for his ticket, a price far below the one he would have required to pay for C-87 and especially C-89. Although it is not certain, he possibly occupied a different C-Deck cabin before requesting to be moved into a larger cabin."
1,First Class,C Deck,C-89,"Clark, Mr Walter MillerClark, Mrs Walter Miller (Virginia McDowell)",Cave List / Cunningham\'s testimony at the Senate inquiry,"On the Cave List, Mr and Mrs Clark\'s cabin is C-89 but Steward Cunningham testified that they were in C-87. The Clarks paid a high price for their cabin and were probably given a cabin with private bathroom access. They most probably would have occupied C-89."
1,First Class,C Deck,C-89,"Clark, Mr Walter MillerClark, Mrs Walter Miller (Virginia McDowell)",Cave List / Cunningham\'s testimony at the Senate inquiry,"On the Cave List, Mr and Mrs Clark\'s cabin is C-89 but Steward Cunningham testified that they were in C-87. The Clarks paid a high price for their cabin and were probably given a cabin with private bathroom access. They most probably would have occupied C-89."
1,First Class,C Deck,C-90,"de Villiers, Madame Berthe (Berthe Antonine Mayne)",Cave List,
1,First Class,C Deck,C-91,"Graham, Mrs William Thompson (Edith Junkins)Graham, Miss Margaret Edith",Cave List / Cunningham\'s testimony at the Senate inquiry,"On the Cave List Miss Graham is placed in C-125. But according to the bedroom steward, Cunningham, as he testified at the Senate inquiry, Miss Graham was in C-91 with her mother. Also, Miss Shutes in her story, described how she lay in her cabin. After the collision Miss Shutes went to the cabin of her friend, where her friend\'s daughter was eating a chicken sandwich which suggests that both Mrs and Miss Graham were in the same cabin."
1,First Class,C Deck,C-92,"Goldenberg, Mr Samuel L.Goldenberg, Mrs",Cave List,
1,First Class,C Deck,C-92,"Goldenberg, Mr Samuel L.Goldenberg, Mrs",Cave List,
1,First Class,C Deck,C-93,"Hoyt, Mr Frederick MaxfieldHoyt, Mrs Frederick Maxfield (Jane Anne Forby)",Cave List,
1,First Class,C Deck,C-93,"Hoyt, Mr Frederick MaxfieldHoyt, Mrs Frederick Maxfield (Jane Anne Forby)",Cave List,
1,First Class,C Deck,C-95 (?),"Rothschild, Mr MartinRothschild, Mrs Martin (Elizabeth L. Barrett)",Deduced from Senate inquiry,"The Rothschilds booked late and do not appear on the Cave List. As according to dining room steward, Ray\'s testimony, we know that the Rothschilds were on C deck. Ray, when going up on deck stopped by the purser\'s office ""<U+0085>saw the two pursers in the purser\'s office and the clerks busy at the safe taking things out and putting them in bags, and just then Mr Rothschild left his stateroom and I waited for him"". The only way that Ray would have seen the pursers is if he was standing in the door or just outside the door of the purser\'s office. He saw Mr Rothschild leave his stateroom, this means that he actually saw Mr Rothschild get out of the door, not just walking down the corridor. The only probable and ""unoccupied"" cabin Mr Ray would have seen from where he stood would be C-95."
1,First Class,C Deck,C-95 (?),"Rothschild, Mr MartinRothschild, Mrs Martin (Elizabeth L. Barrett)",Deduced from Senate inquiry,"The Rothschilds booked late and do not appear on the Cave List. As according to dining room steward, Ray\'s testimony, we know that the Rothschilds were on C deck. Ray, when going up on deck stopped by the purser\'s office ""<U+0085>saw the two pursers in the purser\'s office and the clerks busy at the safe taking things out and putting them in bags, and just then Mr Rothschild left his stateroom and I waited for him"". The only way that Ray would have seen the pursers is if he was standing in the door or just outside the door of the purser\'s office. He saw Mr Rothschild leave his stateroom, this means that he actually saw Mr Rothschild get out of the door, not just walking down the corridor. The only probable and ""unoccupied"" cabin Mr Ray would have seen from where he stood would be C-95."
1,First Class,C Deck,C-97,"Bird, Miss Ellen [maid to Mrs Straus]
Farthing, Mr John [manservant to Mr Straus]",Cave List,"On the Cave List, next to the Straus\' cabin allocations, is the cabin of their servants. Only one cabin is given, C-97. There is no evidence that Fathing and Bird were in separate cabins."
1,First Class,C Deck,C-99,"Bissetti, Miss Amelia [maid to Mrs White]",Cave List,Berth 1
1,First Class,C Deck,C-101,"Brown, Mrs John Murray (Caroline Lane Lamson)",Cave List,Berth 1
1,First Class,C Deck,C-101,"Appleton, Mrs Edward Dale (Charlotte Lamson)",Cave List,Berth 2
1,First Class,C Deck,C-101,"Cornell, Mrs Robert Clifford (Malvina Helen Lamson)",Cave List,Berth 3
1,First Class,C Deck,C-103,"Bonnell, Miss Elizabeth (Lily)",Cave List,Berth 1
1,First Class,C Deck,C-104,"Peuchen, Major Arthur Godfrey",Cave List,
1,First Class,C Deck,C-106,"Saalfeld, Mr Adolphe",Cave List,
1,First Class,C Deck,C-108,"Maguire, Mr John Edward",Cave List,
1,First Class,C Deck,C-109,"Oliva y Ocana, Doña Fermina [maid to Mrs Penasco]",Cave List,Berth 1
1,First Class,C Deck,C-110,"Porter, Mr Walter Chamberlain
Clifford, Mr George Quincy",Cave List,
1,First Class,C Deck,C-110,"Porter, Mr Walter Chamberlain
Clifford, Mr George Quincy",Cave List,
1,First Class,C Deck,C-111,"Foreman, Mr Benjamin Laventall",Cave List,
1,First Class,C Deck,C-114 (?),"Fleming, Miss Margaret [maid to Mrs Thayer]",Speculation,
1,First Class,C Deck,C-112 (?),"Bidois, Miss Rosalie [maid to Mrs Astor]
Robbins, Mr Victor [manservant to Colonel Astor]",Speculation,
1,First Class,C Deck,C-116,"Stengel, Mr Charles Emil HenryStengel, Mrs Charles Emil Henry (Annie May Morris)",Senate inquiry testimony,
1,First Class,C Deck,C-116,"Stengel, Mr Charles Emil HenryStengel, Mrs Charles Emil Henry (Annie May Morris)",Senate inquiry testimony,
1,First Class,C Deck,C-118,"Natsch, Mr Charles H.",Cave List,
1,First Class,C Deck,C-120,"Ringhini, Mr Sante [manservant to Mrs White]",Cave List,Berth 1
1,First Class,C Deck,C-122 (?),"Robbins, Mr Victor [manservant to Colonel Astor]",Speculation,Or Possibly C-112 with Bidois (q.v.)
1,First Class,C Deck,C-121 or 123 (?),"Futrelle, Mr Jacques HeathFutrelle, Mrs Jacques (Lily May Peel)",Deduced from Mrs Futrelle\'s account.,In her account Mrs Futrelle writes that she crossed the corridor to go to the Harris cabin.
1,First Class,C Deck,C-121 or 123 (?),"Futrelle, Mr Jacques HeathFutrelle, Mrs Jacques (Lily May Peel)",Deduced from Mrs Futrelle\'s account.,In her account Mrs Futrelle writes that she crossed the corridor to go to the Harris cabin.
1,First Class,C Deck,C-124,"Klaber, Mr Herman",Cave List,
1,First Class,C Deck,C-125,"Shutes, Miss Elizabeth W. [governess to Miss Graham]",Cave List,
1,First Class,C Deck,C-126,"Taylor, Mr Elmer Zebley",Cave List,
1,First Class,C Deck,,"Taylor, Mrs Elmer Zebley (Juliet Cummins Wright)",Cave List,
1,First Class,C Deck,C-128,"Williams, Mr Fletcher Lambert",Cave List,
1,First Class,C Deck,C-132,"Craig, Mr. Norman C. [Did not board]",Cave List,Berth 1
1,First Class,C Deck,C-138 or 140 (?),"LeRoy, Miss Bertha (""Berthe _"") [maid to Mrs Douglas]Serreplan, Miss Auguste [maid to Mrs Carter]",Deduced from Mrs Douglas\' affidavit (Senate inquiry),"Mrs Douglas (of C-86) implies that her maid occupied a cabin with Mrs Carter\'s maid. (Senate inquiry Testimony) if this is the case it is possible that they shared C-140. They could not have shared C-136, since Etches was in that cabin taking out lifebelts and throwing them in the corridor. If C-136 was occupied, Etches would not have been able to do so. Please do not exclude the possibility of C140. Sereplan\'s employers were on a deck above, so perhaps Sereplan and LeRoy were in C140, closer to the stairs."
1,First Class,C Deck,C-138 or 140 (?),"LeRoy, Miss Bertha (""Berthe _"") [maid to Mrs Douglas]Serreplan, Miss Auguste [maid to Mrs Carter]",Deduced from Mrs Douglas\' affidavit (Senate inquiry),"Mrs Douglas (of C-86) implies that her maid occupied a cabin with Mrs Carter\'s maid. (Senate inquiry Testimony) if this is the case it is possible that they shared C-140. They could not have shared C-136, since Etches was in that cabin taking out lifebelts and throwing them in the corridor. If C-136 was occupied, Etches would not have been able to do so. Please do not exclude the possibility of C140. Sereplan\'s employers were on a deck above, so perhaps Sereplan and LeRoy were in C140, closer to the stairs."
1,First Class,C Deck,C-142,"Partner, Mr Austin",Cave List,
1,First Class,C Deck,C-148,"Behr, Mr Karl Howell",Cave List,
,,,,,,
0,First Class,D Deck,,,,"Has a total of 49 cabins, being able to accommodate 119 passengers."
1,First Class,D Deck,D-6,"Long, Mr Milton Clyde",Cave List,
1,First Class,D Deck,D-7,"Andrews, Miss Kornelia Theodosia",Cave List,
1,First Class,D Deck,D-9,"Longley, Miss Gretchen Fiske",Cave List,
1,First Class,D Deck,D-10,"Greenfield, Mr William Bertram",Cave List,
1,First Class,D Deck,D-11,"Hogeboom, Mrs John C. (Anna Andrews)",Cave List,
1,First Class,D Deck,D-12,"Greenfield, Mrs Leo David (Blanche Strouse)",Cave List,
1,First Class,D Deck,D-15,"Bazzani, Miss Albina [maid to Mrs Bucknell]",Cave List,
1,First Class,D Deck,,"Bucknell, Mrs William Robert (Emma Eliza Ward)",Cave List,
1,First Class,D Deck,D-17,"Leader, Dr Alice Farnham",Cave List,Berth 3
1,First Class,D Deck,D-17,"Swift, Mrs Frederick Joel (Margaret Welles Barron)",Cave List,Berth 1
1,First Class,D Deck,D-19,"Kimball, Mr Edwin Nelson Jr.Kimball, Mrs Edwin Nelson Jr. (Gertrude Parsons)",Cave List,
1,First Class,D Deck,D-19,"Kimball, Mr Edwin Nelson Jr.Kimball, Mrs Edwin Nelson Jr. (Gertrude Parsons)",Cave List,
1,First Class,D Deck,D-20,"Eustis, Miss Elizabeth MusseyStephenson, Mrs Walter Bertram (Martha Eustis)",Cave List,
1,First Class,D Deck,D-20,"Eustis, Miss Elizabeth MusseyStephenson, Mrs Walter Bertram (Martha Eustis)",Cave List,
1,First Class,D Deck,D-21,"Kenyon, Mr Frederick R.Kenyon, Mrs Frederick R. (Marion)",Cave List,
1,First Class,D Deck,D-21,"Kenyon, Mr Frederick R.Kenyon, Mrs Frederick R. (Marion)",Cave List,
1,First Class,D Deck,D-22,"Borebank, Mr John James",Cave List,Berth 1
1,First Class,D Deck,D-26,"White, Mr Percival Wayland
White, Mr Richard Frasar",Cave List,
1,First Class,D Deck,D-26,"White, Mr Percival Wayland
White, Mr Richard Frasar",Cave List,
1,First Class,D Deck,D-28,"Lines, Mrs Ernest H. (Elizabeth Lindsey James)Lines, Miss Mary Conover",Cave List,
1,First Class,D Deck,D-28,"Lines, Mrs Ernest H. (Elizabeth Lindsey James)Lines, Miss Mary Conover",Cave List,
1,First Class,D Deck,D-30,"Marvin, Mr Daniel WarnerMarvin, Mrs Daniel Warner",Cave List,
1,First Class,D Deck,D-30,"Marvin, Mr Daniel WarnerMarvin, Mrs Daniel Warner",Cave List,
1,First Class,D Deck,D-31,"Eastman, Miss Anne K. [Did not board]
Lewis, Mrs Charlton T. [Did not board]",Cave List,
1,First Class,D Deck,D-31,"Eastman, Miss Anne K. [Did not board]
Lewis, Mrs Charlton T. [Did not board]",Cave List,
1,First Class,D Deck,D-32,"Wood,Mr Frank P. [Did not board]
Wood, Mrs Frank P. [Did not board]",Cave List,
1,First Class,D Deck,D-32,"Wood,Mr Frank P. [Did not board]
Wood, Mrs Frank P. [Did not board]",Cave List,
1,First Class,D Deck,D-33,"Harper, Mr Henry SleeperHarper, Mrs Henry Sleeper (Myna Haxtun)Hassab, Mr Hammad [dragoman to Henry Sleeper Harper]",Cave List,
1,First Class,D Deck,D-33,"Harper, Mr Henry SleeperHarper, Mrs Henry Sleeper (Myna Haxtun)Hassab, Mr Hammad [dragoman to Henry Sleeper Harper]",Cave List,
1,First Class,D Deck,D-33,"Harper, Mr Henry SleeperHarper, Mrs Henry Sleeper (Myna Haxtun)Hassab, Mr Hammad [dragoman to Henry Sleeper Harper]",Cave List,
1,First Class,D Deck,D-34,"Franklin, Mr Thomas Parnham",Cave List,Berth 3
1,First Class,D Deck,D-35,"Beckwith, Mr Richard LeonardBeckwith, Mrs Richard Leonard (Sallie Monypeny)",Cave List,
1,First Class,D Deck,D-35,"Beckwith, Mr Richard LeonardBeckwith, Mrs Richard Leonard (Sallie Monypeny)",Cave List,
1,First Class,D Deck,D-36,"Newell, Miss MadeleineNewell, Miss Marjorie",Cave List,
1,First Class,D Deck,D-36,"Newell, Miss MadeleineNewell, Miss Marjorie",Cave List,
1,First Class,D Deck,D-37,"Warren, Mr Frank ManleyWarren, Mrs Frank Manley (Anna S. Atkinson)",Cave List,
1,First Class,D Deck,D-37,"Warren, Mr Frank ManleyWarren, Mrs Frank Manley (Anna S. Atkinson)",Cave List,
1,First Class,D Deck,D-38 (?),"Nourney, Mr Alfred (""Baron von Drachstedt"")",Unknown,Documentary source not identified.
1,First Class,D Deck,D-40,"Frauenthal, Mr Isaac Gerald",Cave List,
1,First Class,D Deck,D-43,"Ovies y Rodriguez, Mr Servando",Cave List,
1,First Class,D Deck,D-44,"Keeping, Mr Edwin Herbert [valet to Mr Widener]Geiger, Miss Amalie (""Emily _"") [maid to Mrs Widener]",Cave List,"It has been suggested (? source) that Geiger and Keeping were in C-130 and C-132, respectively. This is incorrect, on the Cave List their cabin is given as D-44."
1,First Class,D Deck,D-45,"Hawksford, Mr Walter James",Cave List,
1,First Class,D Deck,D-46,"Walker, Mr William Anderson",Cave List,
1,First Class,D Deck,D-47,"Newsom, Miss Helen Monypeny",Cave List,
1,First Class,D Deck,D-48,"Newell, Mr Arthur Webster",Cave List,
1,First Class,D Deck,D-49 (?),"Hassab, Mr Hammad [dragoman to Henry Sleeper Harper]",Speculation,"On the Cave List Mr Hassah is placed with the Harpers in D-33 (q.v.). It is more likely that he occupied a cabin of his own, possibly D-49."
1,First Class,D Deck,D-50,"Sutton, Mr Frederick",Cave List,
,,,,,,
1,First Class,E Deck,,,,"Has a total of 71 cabins, being able to accommodate 184 passengers."
1,First Class,E Deck,E-8,"Chambers, Mr Norman CampbellChambers, Mrs Norman Campbell (Bertha Griggs)",Senate inquiry,"""Our stateroom was E-8, on the starboard side; that is the lowest berth deck, and as far as I know, we were as far forward as any of the first-cabin passengers on that deck."""
1,First Class,E Deck,E-8,"Chambers, Mr Norman CampbellChambers, Mrs Norman Campbell (Bertha Griggs)",Senate inquiry,"""Our stateroom was E-8, on the starboard side; that is the lowest berth deck, and as far as I know, we were as far forward as any of the first-cabin passengers on that deck."""
1,First Class,E Deck,E Deck (?E-10),"Kreuchen, Miss Emilie [maid to Mrs Robert]",Gracie / Speculation,"""She went back and returned to us immediately to say her cabin, which was forward on Deck E, was flooded."" (Gracie 1913)"
1,First Class,E Deck,E-12,"Anderson, Mr Harry",Cave List,
1,First Class,E Deck,E-17,"Daly, Mr Peter Denis",Cave List,
1,First Class,E Deck,E-22 (?),"Gibson, Mrs Leonard (Pauline C. Boeson)Gibson, Miss Dorothy Winifred",Miss Gibson\'s personal account,"Miss Gibson does not state the number of her cabin, but it is known she was on E deck. She does say she was ""<U+0085>near the elevator hall and not far from the staircase."""
1,First Class,E Deck,E-22 (?),"Gibson, Mrs Leonard (Pauline C. Boeson)Gibson, Miss Dorothy Winifred",Miss Gibson\'s personal account,"Miss Gibson does not state the number of her cabin, but it is known she was on E deck. She does say she was ""<U+0085>near the elevator hall and not far from the staircase."""
1,First Class,E Deck,E-23 (?),A first class unaccompanied lady.,Speculation,"It is known that a single lady occupied this cabin. Mr McGough said he knocked on the cabin door (across the hall to him) of a lady. Possibilites include Mrs Flegenheimer, Mrs Candee, Miss Willard or Mrs Lindström."
1,First Class,E Deck,E-24,"Calderhead, Mr Edward P.",Cave List,Berth 3
1,First Class,E Deck,E-24,"Silverthorne, Mr Spencer Victor",Cave List,Berth 1
1,First Class,E Deck,E-25,"Flynn, Mr John Irwin (?Irving)",Cave List,Berth 3
1,First Class,E Deck,E-25,"McGough, Mr James Robert",Cave List,Berth 1
1,First Class,E Deck,E-31,"Chaffee, Mr Herbert FullerChaffee, Mrs Herbert Fuller",Cave List,
1,First Class,E Deck,E-31,"Chaffee, Mr Herbert FullerChaffee, Mrs Herbert Fuller",Cave List,
1,First Class,E Deck,E-33,"Chibnall, Mrs Edith MarthaBowerman, Miss Elsie Edith",Cave List,
1,First Class,E Deck,E-33,"Chibnall, Mrs Edith MarthaBowerman, Miss Elsie Edith",Cave List,
1,First Class,E Deck,E-34,"Spedden, Mr Frederic OakleySpedden, Mrs Frederic Oakley",Cave List,Mrs Spedden stated that after the collision she went to the cabin of her son and his nurse. Hence we know that Douglas was not in E-34 with his parents.
1,First Class,E Deck,E-34,"Spedden, Mr Frederic OakleySpedden, Mrs Frederic Oakley",Cave List,Mrs Spedden stated that after the collision she went to the cabin of her son and his nurse. Hence we know that Douglas was not in E-34 with his parents.
1,First Class,E Deck,E-36,"Francatelli, Miss Laura Mabel [maid to Lady Duff Gordon]",Cave List,
1,First Class,E Deck,E-36,"Wilson, Miss Helen Alice [maid to Mrs Spedden]",CaveList,Berth 1
1,First Class,E Deck,E-37,"Lawrence, Mr Arthur [Did not board]",Cave List,Berth 1
1,First Class,E Deck,E-38,"Millet, Mr Francis Davis",Cave List,
1,First Class,E Deck,E-40,"Burns, Miss Elizabeth Margaret [nurse to Master Spedden]",Cave List,
1,First Class,E Deck,E-40,"Spedden, Master Robert Douglas",Cave List,Berth 1
1,First Class,E Deck,E-44,"Silvey, Mr William BairdSilvey, Mrs William Baird",Cave List,
1,First Class,E Deck,E-44,"Silvey, Mr William BairdSilvey, Mrs William Baird",Cave List,
1,First Class,E Deck,E-45,"Compton, Mrs Alexander Taylor",Cave List,
1,First Class,E Deck,E-46,"Hilliard, Mr Herbert Henry
McCarthy, Mr Timothy J.",Cave List,
1,First Class,E Deck,E-46,"Hilliard, Mr Herbert Henry
McCarthy, Mr Timothy J.",Cave List,
1,First Class,E Deck,E-49,"Compton, Miss Sara Rebecca",Cave List,
1,First Class,E Deck,E-50,"Harder, Mr George AchillesHarder, Mrs George Achilles",Cave List,
1,First Class,E Deck,E-50,"Harder, Mr George AchillesHarder, Mrs George Achilles",Cave List,
1,First Class,E Deck,E-52,"Compton, Mr Alexander Taylor jr",Cave List,
1,First Class,E Deck,E-58,"Colley, Mr Edward Pomeroy",Cave List,
1,First Class,E Deck,E-60,"Julian, Mr Henry Forbes",Cave List,
1,First Class,E Deck,E-63,"Gee, Mr Arthur H.",Cave List,"It is known, from Mr Gee\'s letters that he was moved to another cabin, on E deck. He moved because he wanted a porthole in his cabin, therefore he must have moved to an outside cabin."
1,First Class,E Deck,E-66,"Case, Mr Howard Brown",Faulkner\'s account.,"Mr Case\'s name does appear on the Cave List, however his cabin allocation does not. Bedroom steward Faulkner in his memoirs records Mr Case changing from cabin E-66 to a cabin in Faulkner\'s section on C deck. Mr Case only spent one night in this (E-66) cabin, on 11th April 1912, Mr Case was transferred to his new cabin."
1,First Class,E Deck,E-67,"Taussig, Mr EmilTaussig, Mrs Emil (Tillie Mandelbaum)",Cave List,
1,First Class,E Deck,E-67,"Taussig, Mr EmilTaussig, Mrs Emil (Tillie Mandelbaum)",Cave List,
1,First Class,E Deck,E-68,"Taussig, Miss Ruth",Cave List,Berth 1
0,First Class,,,,,"All together the 6 decks have a total of 400 cabins, 4 of which are sitting rooms. Therefore 396 cabins are able to accommodate a total of 856 people. The 324 passengers to New York would only have provided 38% of the total amount possible."
,,,,,,
,,,,,,
,,,,,,
1,Second Class,D Deck,D-56,"Beesley, Mr Lawrence",Personal account,
,,,,,,
,,,,,,
1,Second Class,E Deck,E-77 (?),"Mack, Mrs Mary",Ticket found on her body.,"Her cabin is usually given as E-77 but this was actually a first class cabin. Although E-43 onward were originally second class cabins, first class cabins were later extended all the way to E-88 probably due to the anticipated demand which did not in fact materialize. It is possible that, once the low take-up of first class cabins was realized, E-69 onward were returned to second class, in which case Mrs Mack could have occupied E-77 although this is speculation. It is equally possible that E-77 is simply a transcription error."
1,Second Class,E Deck,E 101 (?),"Troutt, Miss Edwina Celia ""Winnie""Webber, Miss SusanKeane, Miss Nora A.",Unknown,Source not identified.
1,Second Class,E Deck,E 101 (?),"Troutt, Miss Edwina Celia ""Winnie""Webber, Miss SusanKeane, Miss Nora A.",Unknown,Source not identified.
1,Second Class,E Deck,E 101 (?),"Troutt, Miss Edwina Celia ""Winnie""Webber, Miss SusanKeane, Miss Nora A.",Unknown,Source not identified.
,,,,,,
,,,,,,
1,Second Class,F Deck,F-2 (?),"Navratil, Mr Michel (""Hoffman"")Navratil, Master Edmond RogerNavratil, Master Michel M.",Unknown,Source not identified.
1,Second Class,F Deck,F-2 (?),"Navratil, Mr Michel (""Hoffman"")Navratil, Master Edmond RogerNavratil, Master Michel M.",Unknown,Source not identified.
1,Second Class,F Deck,F-2 (?),"Navratil, Mr Michel (""Hoffman"")Navratil, Master Edmond RogerNavratil, Master Michel M.",Unknown,Source not identified.
1,Second Class,F Deck,F-4 (?),"Becker, Mrs Allen Oliver Becker, Miss Marion LouiseBecker, Master Richard F.Becker, Miss Ruth Elizabeth",Unknown,Source not identified.
1,Second Class,F Deck,F-4 (?),"Becker, Mrs Allen Oliver Becker, Miss Marion LouiseBecker, Master Richard F.Becker, Miss Ruth Elizabeth",Unknown,Source not identified.
1,Second Class,F Deck,F-4 (?),"Becker, Mrs Allen Oliver Becker, Miss Marion LouiseBecker, Master Richard F.Becker, Miss Ruth Elizabeth",Unknown,Source not identified.
1,Second Class,F Deck,F-4 (?),"Becker, Mrs Allen Oliver Becker, Miss Marion LouiseBecker, Master Richard F.Becker, Miss Ruth Elizabeth",Unknown,Source not identified.
1,Second Class,F Deck,F-33 (?),"Nye, Mrs Elizabeth RamellBrown, Miss Amelia (Mildred) [cook to Mr Allison]Lemore, Mrs AmeliaCook, Mrs Selena Rogers",Unknown,Source not identified.
1,Second Class,F Deck,F-33 (?),"Nye, Mrs Elizabeth RamellBrown, Miss Amelia (Mildred) [cook to Mr Allison]Lemore, Mrs AmeliaCook, Mrs Selena Rogers",Unknown,Source not identified.
1,Second Class,F Deck,F-33 (?),"Nye, Mrs Elizabeth RamellBrown, Miss Amelia (Mildred) [cook to Mr Allison]Lemore, Mrs AmeliaCook, Mrs Selena Rogers",Unknown,Source not identified.
1,Second Class,F Deck,F-33 (?),"Nye, Mrs Elizabeth RamellBrown, Miss Amelia (Mildred) [cook to Mr Allison]Lemore, Mrs AmeliaCook, Mrs Selena Rogers",Unknown,Source not identified.
,,,,,,
,,,,,,
,,,,,,
1,Third Class,Unknown Deck,69 (?),"Joseph / Peter, Mrs Joseph / Peter, Master Michael J.Joseph / Peter, Miss Anna",Unknown,In section E
,,,,,,
,,,,,,
1,Third Class,D Deck,135,"Hellström, Miss Hilda Maria",Boarding Card,In section O
